X;Y;gid;nom;lat_coor1;long_coor1;adr_num;adr_voie;com_cp;com_insee;com_nom;acc;acc_lib;acc_pcsec;acc_acc;acc_etg;acc_complt;photo1;photo2;disp_j;disp_h;disp_complt;tel1;tel2;site_email;date_instal;etat_fonct;fab_siren;fab_rais;mnt_siren;mnt_rais;modele;num_serie;id_euro;lc_ped;dtpr_lcped;dtpr_lcad;dtpr_bat;freq_mnt;dispsurv;dermnt;expt_siren;expt_rais;expt_tel1;expt_tel2;expt_email
8.7940691;41.9198143004801;;;41.9198143004802;8.7940691;;;;2A004;Ajaccio;Intérieur;;;;0;sur le mur à gauche derrière le comptoir du bureau d'information;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.7370151;41.9290935004809;;;41.9290935004809;8.7370151;;;;2A004;Ajaccio;Intérieur;;;;0;Face aux caisses;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Carrefour;;;
8.6720086;41.9923274004857;;;41.9923274004857;8.6720086;;;;2A017;Appietto;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.0971373;41.7536107004667;;;41.7536107004667;9.0971373;;;;2A278;Serra-di-Scopamène;Extérieur;;;;;fixé au mur en extérieur à droite de la boite aux lettres;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.0642547;41.6976896004618;;;41.6976896004618;9.0642547;;;;2A308;Sainte-Lucie-de-Tallano;Extérieur;;;;;Fixé au mur extérieur;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.3020411;42.0738995004916;;;42.0738995004916;9.3020411;;;;2B149;Lugo-di-Nazza;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.3250299;42.010430000487;;;42.010430000487;9.3250299;;;;2B251;Prunelli-di-Fiumorbo;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.4044025;42.0000879004862;;;42.0000879004862;9.4044025;;;;2B251;Prunelli-di-Fiumorbo;Extérieur;non;;;0;À gauche de l'entrée ;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Gamm Vert;;;
9.4081659;41.9951439004859;;;41.9951439004859;9.4081659;;;;2B251;Prunelli-di-Fiumorbo;Intérieur;non;;;;"situé dans la salle médicale, première salle en rentrant à gauche";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.3535135;41.620648000455;;;41.620648000455;9.3535135;;;;2A139;Lecci;Extérieur;;;;;;https://images.mapillary.com/https://www.mapillary.com/map/im/EXFYaQaBvenheVs6xn109d/thumb-2048.jpg;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.3522455;41.6191526004549;;;41.6191526004549;9.3522455;;;;2A139;Lecci;Extérieur;;;;;;https://images.mapillary.com/https://www.mapillary.com/map/im/epSArocTX55TYfuWI3ZM7D/thumb-2048.jpg;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.3363834;41.6225657004552;;;41.6225657004552;9.3363834;;;;2A139;Lecci;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.2739466;41.5959179004528;;;41.5959179004528;9.2739466;;;;2A247;Porto-Vecchio;Intérieur;non;;;0;À l'entrée du magasin;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;GiFi;;;
3.1217355;42.5002521005176;;;42.5002521005176;3.1217355;;;;66148;Port-Vendres;Intérieur;;;;;"au niveau -1, dans la pièce à droite des toilettes";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
3.1072128;42.5147394005183;;;42.5147394005184;3.1072128;;;;66148;Port-Vendres;Intérieur;;;;;en entrant à droite;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.1614332;41.387970800433;;;41.3879708004331;9.1614332;;;;2A041;Bonifacio;Intérieur;oui;;;0;Sur le mur à droite juste après la porte d'entrée. Accès par ecaliers uniquement;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
9.266693;41.3631206004306;;;41.3631206004306;9.266693;;;;2A041;Bonifacio;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
8.9722304;41.6212094004551;;;41.6212094004551;8.9722304;;;;2A272;Sartène;Extérieur;oui;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
3.0830638;42.5257214005189;;Collioure 1;42.5257214005189;3.0830638;;;;66053;Collioure;Extérieur;oui;non;non;;devant la mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
3.0861116;42.5237108005188;;;42.5237108005188;3.0861116;;;;66053;Collioure;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
3.1655111;42.4419826005146;;Cg66;42.4419826005146;3.1655111;;;;66048;Cerbère;Extérieur;oui;non;non;;entree mairie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;CD66;;;
3.0260755;42.5721768005211;;;42.5721768005211;3.0260755;;;;66008;Argelès-sur-Mer;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
3.0229758;42.5472020005199;;;42.5472020005199;3.0229758;;;;66008;Argelès-sur-Mer;Extérieur;oui;;;;;https://i.imgur.com/H5U5SLw.jpg;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
3.0144189;42.5538942005202;;Gifi Argeles Sur Mer;42.5538942005203;3.0144189;;;;66008;Argelès-sur-Mer;Intérieur;oui;oui;oui;;a l entrée du magasin;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Gifi;;;
2.8381416;42.4863053005169;;Les Cluses 1;42.4863053005169;2.8381416;;;;66063;Les Cluses;Extérieur;oui;non;non;;dans la cours de la mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.8632971;42.4641892005157;;Le Perthus 1;42.4641892005158;2.8632971;;;;66137;Le Perthus;Extérieur;oui;non;non;;devant la mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.8938304;42.4833473005167;;Cg66;42.4833473005167;2.8938304;;;;66001;L'Albère;Extérieur;oui;non;non;;abrit? par un porche;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.9026714;42.5265074005189;;Villelongue Dels Monts 1;42.5265074005189;2.9026714;;;;66225;Villelongue-dels-Monts;Extérieur;oui;non;non;;entree mairie villelongue dels monts;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.8795187;42.5189034005185;;Cg66;42.5189034005185;2.8795187;;;;66115;Montesquieu-des-Albères;Extérieur;oui;non;non;;NORD;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.8537766;42.5137365005183;;Dae de le Boulou;42.5137365005183;2.8537766;;;;66024;Le Boulou;Intérieur;oui;non;non;;Réception;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.8403185;42.5333722005193;;;42.5333722005193;2.8403185;;;;66024;Le Boulou;Intérieur;oui;;;0;;;;;;"Mo-Sa 08:30-20:00; Su 08:30-12:30";;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.8418095;42.5330822005192;;Gifi le Boulou2;42.5330822005192;2.8418095;;;;66024;Le Boulou;Intérieur;oui;oui;oui;;a l entrée du magasin;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.7906195;42.5115344005182;;;42.5115344005182;2.7906195;;;;66178;Saint-Jean-Pla-de-Corts;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.7641069;42.529268200519;;;42.5292682005191;2.7641069;;;;66233;Vivès;Extérieur;oui;;;;contre le mur du bâtiment;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.7479772;42.4852298005168;;;42.4852298005168;2.7479772;;;;66049;Céret;Intérieur;;;;;Se trouve directement après l'entrée droite de l'église;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.7456214;42.4838400005168;;;42.4838400005168;2.7456214;;;;66049;Céret;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.748679;42.4857844005169;;;42.4857844005169;2.748679;;;;66049;Céret;Extérieur;;;;;"Devant la mairie, en extérieur.";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Conseil départemental des Pyrénées-Orientales;;;
2.6695536;42.4728507005162;;Amélie les Bains 1;42.4728507005162;2.6695536;;;;66003;Amélie-les-Bains-Palalda;Extérieur;oui;non;non;;PLACETTE DE LA MAIRIE;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;CD66;;;
2.6338694;42.4559431005153;;Arles Sur Tech 1;42.4559431005153;2.6338694;;;;66009;Arles-sur-Tech;Extérieur;oui;non;non;;dans la rue piétonnne;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.649634;42.3674508005104;;Coustouges 1;42.3674508005104;2.649634;;;;66061;Coustouges;Intérieur;oui;non;non;;entrée de l'ancienne POSTE sur la placette;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.5193342;42.3609861005101;;Lamanere 1;42.3609861005101;2.5193342;;;;66091;Lamanère;Intérieur;oui;non;non;;HALL DE MAIRIE;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.6151991;42.3833737005113;;;42.3833737005114;2.6151991;;;;66179;Saint-Laurent-de-Cerdans;Extérieur;oui;;;;;https://i.imgur.com/Y34il4f.jpg;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.4014673;42.528243200519;;;42.528243200519;2.4014673;;;;66043;Casteil;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.4012241;42.528170000519;;;42.528170000519;2.4012241;;;;66043;Casteil;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.3073119;42.4773534005164;;;42.4773534005164;2.3073119;;;;66102;Mantet;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1506482;42.5124697005182;;;42.5124697005182;2.1506482;;;;66192;Sauto;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.113288;42.5002833005176;;;42.5002833005176;2.113288;;;;66027;La Cabanasse;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1228387;42.508114300518;;;42.508114300518;2.1228387;;;;66117;Mont-Louis;Extérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1191304;42.4947648005173;;;42.4947648005173;2.1191304;;;;66188;Saint-Pierre-dels-Forcats;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1207854;42.5254688005189;;;42.5254688005189;2.1207854;;;;66098;La Llagonne;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1719054;42.4987351005175;;;42.4987351005175;2.1719054;;;;66080;Fontpédrouse;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1392855;42.4923413005172;;;42.4923413005172;2.1392855;;;;66142;Planès;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.0611521;42.4516788005151;;;42.4516788005151;2.0611521;;;;66100;Llo;Extérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.0311742;42.4423634005146;;;42.4423634005146;2.0311742;;;;66067;Err;Extérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.0347911;42.3875661005116;;;42.3875661005116;2.0347911;;;;66220;Valcebollère;Extérieur;oui;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;CG 66;;;
1.9809624;42.4152523005131;;;42.4152523005131;1.9809624;;;;66130;Osséja;Extérieur;;;;;contre le mur de la mairie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.9370996;42.4621589005156;;;42.4621589005156;1.9370996;;;;66218;Ur;Extérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;CD66;;;
1.9444784;42.4338318005141;;;42.4338318005141;1.9444784;;;;66025;Bourg-Madame;Extérieur;oui;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.0387523;42.4579516005154;;;42.4579516005154;2.0387523;;;;66167;Saillagouse;Extérieur;oui;;;;contre le mur;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.9963428;42.4988801005175;;Targasonne 1;42.4988801005175;1.9963428;;;;66202;Targasonne;Extérieur;oui;non;non;;"devant la mairie, porche";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.0419379;42.5052783005179;;;42.5052783005179;2.0419379;;;;66124;Font-Romeu-Odeillo-Via;Extérieur;oui;;;0;Sur le mur extérieur de l'office de tourisme;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.9410015;42.4847925005168;;;42.4847925005168;1.9410015;;;;66062;Dorres;Extérieur;oui;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;CG 66;;;
1.8889889;42.4649412005158;;;42.4649412005158;1.8889889;;;;66095;Latour-de-Carol;Extérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.9128713;42.4608051005156;;;42.4608051005156;1.9128713;;;;66066;Enveitg;Extérieur;oui;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.4097521;42.7966317005304;;;42.7966317005304;0.4097521;;;;65282;Loudenvielle;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.5464714;42.8064931005308;;;42.8064931005308;0.5464714;;;;31470;Saint-Aventin;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.2097125;42.8532684005323;;;42.8532684005324;0.2097125;;;;65465;Vielle-Aure;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
-0.0023818;42.872884900533;;;42.872884900533;-0.0023818;;;;65295;Luz-Saint-Sauveur;Extérieur;;;;0;Dans l'abri bus;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.165999;43.0290453005372;;;43.0290453005372;0.165999;;;;65078;Beaudéan;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.0447421;43.2387655005409;;;43.2387655005409;0.0447421;;;;65440;Tarbes;Intérieur;non;;;0;À l'entrée du magasin;;;;;"Mo-Sa 09:30-19:00; Su 10:00-12:30, 14:00-18:30";;;;;Inconnu;;;;;;;;;;;;;;;;GiFi;;;
0.0693585;43.2400331005409;;;43.2400331005409;0.0693585;;;;65440;Tarbes;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.0951799;43.2290779005408;;;43.2290779005408;0.0951799;;;;65417;Séméac;Intérieur;non;;;0;À l'intérieur du magasion Grand Frais;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Grand Frais;;;
0.0922961;43.2467229005409;;Espace Multisport;43.2467229005409;0.0922961;;;;65047;Aureilhan;Intérieur;oui;;;;à l'entrée;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.0863703;43.3041960005415;;;43.3041960005415;0.0863703;;;;65048;Aurensan;Extérieur;oui;;;0;Facade extérieure mairie;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.7620557;43.115424600539;;;43.115424600539;0.7620557;;;;31175;Estancarbon;Intérieur;non;;;0;À l'entrée du magasin;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;GiFi;;;
0.8341586;43.3814792005419;;;43.3814792005419;0.8341586;;;;31239;L'Isle-en-Dodon;Intérieur;oui;;;0;Gest ô Dom;;;;;Mo-Fr 09:00-17:00;;;;;Inconnu;;;;;;;;;;;;;;;;Gest ô Dom;;;
0.8309202;43.2020019005404;;;43.2020019005404;0.8309202;;;;31415;Peyrouzet;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.0698579;43.2034708005404;;;43.2034708005404;1.0698579;;;;31406;Palaminy;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.0174463;43.1519661005397;;;43.1519661005397;1.0174463;;;;31030;Ausseing;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.9599418;43.1035273005388;;;43.1035273005388;0.9599418;;;;31523;Salies-du-Salat;Extérieur;;;;;Façade rue Office de tourisme;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.9737516;43.1328730005393;;Défibrillateur cardiaque DAE;43.1328730005393;0.9737516;;;;31336;Mazères-sur-Salat;Extérieur;;;;;Porche entrée mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.9893744;43.1224798005391;;Défibrillateur cardiaque DAE;43.1224798005392;0.9893744;;;;31110;Cassagne;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.0263004;43.1325766005393;;;43.1325766005393;1.0263004;;;;31059;Belbèze-en-Comminges;Extérieur;;;;;porche Salle des fête;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.0280654;43.111897600539;;;43.111897600539;1.0280654;;;;31591;Escoulis;Extérieur;;;;;Façade de la  Mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.0001201;43.0391994005375;;Dae de la Mairie de Lacave;43.0391994005375;1.0001201;;;;09148;Lacave;Extérieur;oui;;;;"A droite de l'entrée du bureau de la mairie, à l'extérieur";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;210901484;Commune de Lacave;;;
1.0858747;43.0286732005372;;;43.0286732005372;1.0858747;;;;09086;Caumont;Extérieur;oui;;;;Agence postale - Façade de l'agence postale - À l'extérieur du bâtiment (accès libre);;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1047306;43.0081293005367;;Défibrillateur cardiaque DAEDéfibrillateur cardiaque DAE;43.0081293005368;1.1047306;;;;09289;Lorp-Sentaraille;Intérieur;oui;;;;Contre le mur extérieur de la buvette de l'aérodrome;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1055993;43.0278979005372;4480;;43.0278979005372;1.1055993;;;;09289;Lorp-Sentaraille;Extérieur;oui;;;;"DAE n°2 de l'église de Senraraille - Horaires : ""non renseigné"" ""non renseigné"" - 2 Place Charles de Gaulle 9190 Lorp-Sentaraille";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Commune de Lorp Sentaraille;;;
1.1217281;43.0061830005367;;Défibrillateur cardiaque DAE;43.0061830005367;1.1217281;;;;09289;Lorp-Sentaraille;Intérieur;oui;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.137262;43.0016460005366;;;43.0016460005366;1.137262;;;;09268;Saint-Lizier;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1384698;42.9968846005365;;;42.9968846005365;1.1384698;;;;09268;Saint-Lizier;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1525934;42.978356500536;;;42.978356500536;1.1525934;;;;09261;Saint-Girons;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.152355;42.9816314005361;;Défibrillateur cardiaque DAE;42.9816314005361;1.152355;;;;09261;Saint-Girons;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1398096;42.9896359005363;;Défibrillateur cardiaque DAE Maison du Foot;42.9896359005363;1.1398096;;;;09261;Saint-Girons;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1459409;42.9829150005361;;Défibrillateur cardiaque DAE;42.9829150005361;1.1459409;;;;09261;Saint-Girons;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1464333;42.9830084005361;;;42.9830084005361;1.1464333;;;;09261;Saint-Girons;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1455424;42.9869411005362;;Défibrillateur cardiaque DAE;42.9869411005362;1.1455424;;;;09261;Saint-Girons;Intérieur;oui;;;;défibrillateur automatique pour adultes est situé au rez de chaussée au niveau de la porte d'entrée service ouvert en semaine de 8h30 à 17h00 Sonnez si la grille est fermée;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.1639966;42.9688736005358;;Défibrillateur cardiaque DAE;42.9688736005358;1.1639966;;;;09119;Eycheil;Extérieur;oui;non;non;;Entrée principale de la salle des fêtes du village (côté gauche) - À l'extérieur du bâtiment (accès libre) (Mairie);;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Commune D Eycheil;;;
1.0928608;42.9631783005356;;;42.9631783005356;1.0928608;;;;09214;Moulis;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.0724835;42.7973438005304;;;42.7973438005304;1.0724835;;;;09062;Bordes-Uchentein;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.938607;42.9338146005348;;Défibrillateur cardiaque DAE;42.9338146005348;0.938607;;;;09219;Orgibet;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.6136984;42.9695996005358;;DAE;42.9695996005358;0.6136984;;;;65427;Siradan;Extérieur;oui;;;0;Porte d’entrée de la mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.6583605;42.9135263005342;;;42.9135263005342;0.6583605;;Rue Jean Jaurès;31440;31316;Marignac;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.6005222;42.7907490005302;;;42.7907490005302;0.6005222;;;;31360;Montauban-de-Luchon;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.7366402;42.8724152005329;;;42.872415200533;0.7366402;;;;31190;Fos;Extérieur;;;;0;Sous le porche de la mairie.;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.5986299;42.7862773005301;;;42.7862773005301;0.5986299;;;;31500;Saint-Mamet;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.5961186;42.7891205005301;;;42.7891205005302;0.5961186;;;;31042;Bagnères-de-Luchon;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.598874;42.7936514005303;;;42.7936514005303;0.598874;;;;31042;Bagnères-de-Luchon;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.5917871;42.7893427005301;;;42.7893427005302;0.5917871;;;;31042;Bagnères-de-Luchon;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
0.5945569;42.78418690053;;;42.78418690053;0.5945569;;;;31042;Bagnères-de-Luchon;Intérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.3001994;42.7877140005301;;;42.7877140005301;1.3001994;;;;09322;Ustou;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.3392441;42.7907095005302;;Défibrillateur cardiaque DAE;42.7907095005302;1.3392441;;;;09029;Aulus-les-Bains;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.7984101;42.5879480005219;;;42.5879480005219;1.7984101;;;;09139;L'Hospitalet-près-l'Andorre;Extérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.8315435;42.54816630052;;Cg66;42.54816630052;1.8315435;;;;66147;Porté-Puymorens;Extérieur;oui;non;non;;facade de la mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
1.9572489;42.4794434005165;;Cg66;42.4794434005165;1.9572489;;;;66005;Angoustrine-Villeneuve-des-Escaldes;Extérieur;oui;non;non;;entree de la mairie;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.1833956;42.5722139005211;;;42.5722139005211;2.1833956;;;;66010;Ayguatébia-Talau;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2547098;42.5685942005209;;;42.568594200521;2.2547098;;;;66125;Olette;Extérieur;oui;;;;contre le mur;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2456577;42.8681235005328;;;42.8681235005328;2.2456577;;;;11347;Saint-Julia-de-Bec;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.3186069;42.9175222005343;;;42.9175222005343;2.3186069;;;;11310;Rennes-les-Bains;Extérieur;;;;;devant la poste;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.3187482;42.9182542005343;;;42.9182542005344;2.3187482;;;;11310;Rennes-les-Bains;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2670216;42.8792239005332;;;42.8792239005332;2.2670216;;;;11350;Saint-Just-et-le-Bézu;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.323982;42.9464520005351;;;42.9464520005352;2.323982;;;;11377;Serres;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2689284;42.9595405005355;;;42.9595405005355;2.2689284;;;;11209;Luc-sur-Aude;Intérieur;;;;;;;;7j/7;24h/24;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.3182738;42.9594608005355;;;42.9594608005355;2.3182738;;;;11287;Peyrolles;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2352043;42.9377445005349;;;42.9377445005349;2.2352043;;;;11129;Espéraza;Intérieur;;;;;Accueil;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2206909;42.9351446005348;;;42.9351446005348;2.2206909;;;;11129;Espéraza;Extérieur;;;;;à droite dans le porche d'entrée;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Mairie de Couiza;;;
2.2210654;42.9340454005348;;;42.9340454005348;2.2210654;;;;11129;Espéraza;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;;;;
2.2535487;42.941321700535;;;42.941321700535;2.2535487;;;;11103;Couiza;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Couiza;;;
2.1724223;42.9043730005339;;;42.9043730005339;2.1724223;;;;11131;Val-du-Faby;Extérieur;;;;;sous le porche;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;commune Val-du-Faby;;;
2.1913943;42.9380423005349;;;42.9380423005349;2.1913943;;;;11131;Val-du-Faby;Extérieur;;;;;;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Mairie de Val-du-Faby;;;
2.2072208;42.9160120005343;;;42.9160120005343;2.2072208;;;;11063;Campagne-sur-Aude;Extérieur;;;;;devant la poste;;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Campagne-sur-Aude;;;
2.1929869;42.8933998005336;;;42.8933998005336;2.1929869;;;;11304;Quillan;Intérieur;;;;;"aux caisses, sur un poteau";;;;;;;;;;Inconnu;;;;;;;;;;;;;;;;Carrefour Market;;;
